,Close
2017-06-02,19.09
2017-06-05,19.01
2017-06-06,19.08
2017-06-07,18.83
2017-06-08,18.49
2017-06-09,18.74
2017-06-12,19.3
2017-06-13,19.34
2017-06-14,19.21
2017-06-15,19.0
2017-06-16,19.05
2017-06-19,19.31
2017-06-20,19.06
2017-06-21,18.98
2017-06-22,19.08
2017-06-23,19.14
2017-06-26,19.2
2017-06-27,18.82
2017-06-28,18.81
2017-06-29,18.9
2017-06-30,18.76
2017-07-03,19.14
2017-07-05,18.86
2017-07-06,18.79
2017-07-07,18.79
2017-07-10,18.43
2017-07-11,18.22
2017-07-12,18.15
2017-07-13,18.26
2017-07-14,18.38
2017-07-17,18.44
2017-07-18,18.5
2017-07-19,18.7
2017-07-20,18.89
2017-07-21,18.92
2017-07-24,19.18
2017-07-25,19.53
2017-07-26,19.81
2017-07-27,20.34
2017-07-28,20.54
2017-07-31,20.48
2017-08-01,20.23
2017-08-02,20.18
2017-08-03,19.93
2017-08-04,19.71
2017-08-07,20.04
2017-08-08,19.9
2017-08-09,19.86
2017-08-10,19.46
2017-08-11,19.48
2017-08-14,19.7
2017-08-15,19.56
2017-08-16,19.67
2017-08-17,19.16
2017-08-18,19.23
2017-08-21,19.55
2017-08-22,17.71
2017-08-23,16.74
2017-08-24,16.24
2017-08-25,16.4
2017-08-28,16.09
2017-08-29,16.51
2017-08-30,16.53
2017-08-31,16.58
2017-09-01,16.55
2017-09-05,16.38
2017-09-06,16.49
2017-09-07,16.35
2017-09-08,16.47
2017-09-11,16.72
2017-09-12,17.06
2017-09-13,17.17
2017-09-14,17.16
2017-09-15,16.86
2017-09-18,16.93
2017-09-19,16.62
2017-09-20,16.65
2017-09-21,16.0
2017-09-22,16.15
2017-09-25,16.24
2017-09-26,16.28
2017-09-27,16.31
2017-09-28,16.15
2017-09-29,16.53
2017-10-02,16.65
2017-10-03,16.72
2017-10-04,16.64
2017-10-05,16.9
2017-10-06,16.88
2017-10-09,16.75
2017-10-10,16.81
2017-10-11,16.85
2017-10-12,16.76
2017-10-13,17.06
2017-10-16,16.83
2017-10-17,16.0
2017-10-18,15.76
2017-10-19,15.83
2017-10-20,15.85
2017-10-23,15.45
2017-10-24,15.35
2017-10-25,15.25
2017-10-26,15.24
2017-10-27,14.91
2017-10-30,14.97
2017-10-31,15.4
2017-11-01,15.31
2017-11-02,14.46
2017-11-03,14.36
2017-11-06,14.52
2017-11-07,14.45
2017-11-08,14.76
2017-11-09,16.8
2017-11-10,16.31
2017-11-13,16.75
2017-11-14,16.95
2017-11-15,16.82
2017-11-16,16.85
2017-11-17,17.05
2017-11-20,17.1
2017-11-21,16.87
2017-11-22,16.98
2017-11-24,17.0
2017-11-27,17.0
2017-11-28,17.2
2017-11-29,17.09
2017-11-30,17.23
2017-12-01,17.05
2017-12-04,17.56
2017-12-05,17.64
2017-12-06,17.63
2017-12-07,17.6
2017-12-08,17.78
2017-12-11,17.91
2017-12-12,18.62
2017-12-13,19.42
2017-12-14,19.54
2017-12-15,19.78
2017-12-18,19.7
2017-12-19,19.38
2017-12-20,19.45
2017-12-21,19.75
2017-12-22,19.93
2017-12-26,20.15
2017-12-27,19.85
2017-12-28,20.07
2017-12-29,19.89
2018-01-02,19.88
2018-01-03,19.77
2018-01-04,20.08
2018-01-05,20.4
2018-01-08,20.32
2018-01-09,20.59
2018-01-10,20.52
2018-01-11,20.52
2018-01-12,20.78
2018-01-16,20.4
2018-01-17,20.7
2018-01-18,20.01
2018-01-19,20.53
2018-01-22,20.89
2018-01-23,20.77
2018-01-24,20.38
2018-01-25,20.25
2018-01-26,20.22
2018-01-29,19.7
2018-01-30,19.69
2018-01-31,19.61
2018-02-01,18.86
2018-02-02,18.05
2018-02-05,17.28
2018-02-06,17.43
2018-02-07,17.48
2018-02-08,19.96
2018-02-09,19.86
2018-02-12,20.42
2018-02-13,20.56
2018-02-14,21.25
2018-02-15,21.53
2018-02-16,21.45
2018-02-20,21.19
2018-02-21,20.8
2018-02-22,20.66
2018-02-23,20.76
2018-02-26,20.64
2018-02-27,19.85
2018-02-28,19.32
2018-03-01,19.04
2018-03-02,19.45
2018-03-05,19.34
2018-03-06,19.25
2018-03-07,19.21
2018-03-08,19.32
2018-03-09,19.4
2018-03-12,19.19
2018-03-13,19.2
2018-03-14,18.97
2018-03-15,18.57
2018-03-16,18.82
2018-03-19,18.58
2018-03-20,18.37
2018-03-21,18.36
2018-03-22,18.2
2018-03-23,18.07
2018-03-26,18.46
2018-03-27,18.29
2018-03-28,18.25
2018-03-29,18.3
2018-04-02,17.68
2018-04-03,18.24
2018-04-04,18.29
2018-04-05,18.45
2018-04-06,18.29
2018-04-09,18.33
2018-04-10,18.13
2018-04-11,18.27
2018-04-12,18.0
2018-04-13,17.66
2018-04-16,17.72
2018-04-17,17.83
2018-04-18,17.68
2018-04-19,17.17
2018-04-20,16.76
2018-04-23,16.67
2018-04-24,16.52
2018-04-25,16.76
2018-04-26,16.91
2018-04-27,17.02
2018-04-30,17.35
2018-05-01,16.9
2018-05-02,16.2
2018-05-03,15.94
2018-05-04,16.07
2018-05-07,16.24
2018-05-08,15.9
2018-05-09,15.01
2018-05-10,14.5
2018-05-11,14.3
2018-05-14,14.15
2018-05-15,14.07
2018-05-16,14.51
2018-05-17,14.18
2018-05-18,14.0
2018-05-21,13.98
2018-05-22,13.85
2018-05-23,13.88
2018-05-24,13.65
2018-05-25,13.67
2018-05-29,13.45
2018-05-30,13.59
2018-05-31,13.25
2018-06-01,13.11
2018-06-04,13.41
2018-06-05,13.2
2018-06-06,13.23
2018-06-07,13.41
2018-06-08,13.89
2018-06-11,14.1
2018-06-12,14.23
2018-06-13,14.0
2018-06-14,14.26
2018-06-15,14.5
2018-06-18,14.17
2018-06-19,14.46
2018-06-20,14.45
2018-06-21,14.47
2018-06-22,14.77
2018-06-25,14.5
2018-06-26,14.45
2018-06-27,14.16
2018-06-28,13.97
2018-06-29,14.1
2018-07-02,13.87
2018-07-03,13.94
2018-07-05,14.17
2018-07-06,14.16
2018-07-09,14.11
2018-07-10,14.44
2018-07-11,14.05
2018-07-12,14.04
2018-07-13,14.24
2018-07-16,14.23
2018-07-17,14.23
2018-07-18,13.83
2018-07-19,13.78
2018-07-20,13.95
2018-07-23,13.96
2018-07-24,13.61
2018-07-25,13.48
2018-07-26,13.53
2018-07-27,13.41
2018-07-30,13.5
2018-07-31,13.41
2018-08-01,13.36
2018-08-02,13.5
2018-08-03,13.94
2018-08-06,13.56
2018-08-07,13.46
2018-08-08,13.38
2018-08-09,12.41
2018-08-10,12.05
2018-08-13,11.73
2018-08-14,11.77
2018-08-15,11.43
2018-08-16,11.48
2018-08-17,12.22
2018-08-20,12.4
2018-08-21,11.52
2018-08-22,11.72
2018-08-23,11.64
2018-08-24,11.98
2018-08-27,12.14
2018-08-28,12.71
2018-08-29,13.0
2018-08-30,12.74
2018-08-31,12.36
2018-09-04,12.04
2018-09-05,12.19
2018-09-06,12.3
2018-09-07,12.39
2018-09-10,12.1
2018-09-11,12.0
2018-09-12,12.35
2018-09-13,12.28
2018-09-14,11.91
2018-09-17,12.31
2018-09-18,12.52
2018-09-19,12.66
2018-09-20,13.01
2018-09-21,13.07
2018-09-24,13.03
2018-09-25,12.75
2018-09-26,12.62
2018-09-27,12.55
2018-09-28,12.56
2018-10-01,12.61
2018-10-02,12.77
2018-10-03,12.48
2018-10-04,11.45
2018-10-05,11.62
2018-10-08,11.93
2018-10-09,11.83
2018-10-10,11.47
2018-10-11,11.13
2018-10-12,11.03
2018-10-15,11.1
2018-10-16,11.22
2018-10-17,11.21
2018-10-18,10.84
2018-10-19,10.53
2018-10-22,10.55
2018-10-23,10.57
2018-10-24,10.35
2018-10-25,10.37
2018-10-26,9.96
2018-10-29,9.81
2018-10-30,10.19
2018-10-31,10.55
2018-11-01,10.94
2018-11-02,10.99
2018-11-05,11.06
2018-11-06,11.18
2018-11-07,8.66
2018-11-08,8.3
2018-11-09,8.49
2018-11-12,8.65
2018-11-13,8.16
2018-11-14,8.7
2018-11-15,8.71
2018-11-16,9.09
2018-11-19,9.15
2018-11-20,8.63
2018-11-21,8.77
2018-11-23,8.58
2018-11-26,8.68
2018-11-27,8.61
2018-11-28,8.52
2018-11-29,8.52
2018-11-30,8.34
2018-12-03,8.47
2018-12-04,7.93
2018-12-06,7.67
2018-12-07,7.5
2018-12-10,7.59
2018-12-11,7.58
2018-12-12,7.75
2018-12-13,7.6
2018-12-14,7.31
2018-12-17,7.07
2018-12-18,7.1
2018-12-19,6.96
2018-12-20,6.48
2018-12-21,6.16
2018-12-24,6.11
2018-12-26,6.4
2018-12-27,6.34
2018-12-28,6.49
2018-12-31,6.56
2019-01-02,6.95
2019-01-03,6.79
2019-01-04,7.16
2019-01-07,7.55
2019-01-08,7.52
2019-01-09,7.36
2019-01-10,7.19
2019-01-11,7.24
2019-01-14,7.19
2019-01-15,7.29
2019-01-16,7.23
2019-01-17,7.43
2019-01-18,7.53
2019-01-22,7.25
2019-01-23,7.33
2019-01-24,7.0
2019-01-25,7.31
2019-01-28,7.34
2019-01-29,7.21
2019-01-30,7.22
2019-01-31,7.76
2019-02-01,7.54
2019-02-04,7.64
2019-02-05,7.81
2019-02-06,7.44
2019-02-07,7.06
2019-02-08,9.33
2019-02-11,9.66
2019-02-12,10.87
2019-02-13,11.17
2019-02-14,11.08
2019-02-15,11.04
2019-02-19,11.04
2019-02-20,11.15
2019-02-21,11.11
2019-02-22,11.27
2019-02-25,11.16
2019-02-26,11.18
2019-02-27,11.05
2019-02-28,11.0
2019-03-01,11.08
2019-03-04,11.18
2019-03-05,11.02
2019-03-06,10.98
2019-03-07,10.86
2019-03-08,11.0
2019-03-11,10.92
2019-03-12,10.89
2019-03-13,11.0
2019-03-14,11.0
2019-03-15,10.89
2019-03-18,11.27
2019-03-19,11.5
2019-03-20,11.39
2019-03-21,11.28
2019-03-22,11.22
2019-03-25,11.23
2019-03-26,11.27
2019-03-27,11.42
2019-03-28,11.5
2019-03-29,11.5
2019-04-01,11.28
2019-04-02,11.25
2019-04-03,11.19
2019-04-04,11.3
2019-04-05,11.26
2019-04-08,11.29
2019-04-09,11.21
2019-04-10,11.17
2019-04-11,11.18
2019-04-12,11.2
2019-04-15,11.19
2019-04-16,11.18
2019-04-17,11.25
2019-04-18,11.26
2019-04-22,11.22
2019-04-23,11.22
2019-04-24,11.12
2019-04-25,11.1
2019-04-26,11.26
2019-04-29,10.86
2019-04-30,10.82
2019-05-01,10.84
2019-05-02,10.84
2019-05-03,11.48
2019-05-06,12.14
2019-05-07,12.25
2019-05-08,11.58
2019-05-09,11.57
2019-05-10,11.73
2019-05-13,11.73
2019-05-14,12.12
2019-05-15,13.29
2019-05-16,13.24
2019-05-17,13.5
2019-05-20,13.5
2019-05-21,13.51
2019-05-22,13.12
2019-05-23,13.11
2019-05-24,13.08
2019-05-28,13.01
2019-05-29,12.62
2019-05-30,12.57
2019-05-31,12.34
2019-06-03,12.58
2019-06-04,13.03
2019-06-05,13.07
2019-06-06,13.51
2019-06-07,13.52
2019-06-10,13.51
2019-06-11,13.4
2019-06-12,13.35
2019-06-13,13.68
2019-06-14,13.58
2019-06-17,13.61
2019-06-18,13.73
2019-06-19,13.47
2019-06-20,13.49
2019-06-21,13.08
2019-06-24,13.0
2019-06-25,13.19
2019-06-26,13.12
2019-06-27,13.15
2019-06-28,13.4
2019-07-01,11.59
2019-07-02,11.7
2019-07-03,11.67
2019-07-05,11.55
2019-07-08,11.45
2019-07-09,11.42
2019-07-10,11.3
2019-07-11,11.24
2019-07-12,11.12
2019-07-15,11.11
2019-07-16,11.14
2019-07-17,11.05
2019-07-18,11.05
2019-07-19,11.07
2019-07-22,10.96
2019-07-23,10.94
2019-07-24,11.01
2019-07-25,11.0
2019-07-26,11.1
2019-07-29,11.0
2019-07-30,11.19
2019-07-31,10.91
2019-08-01,10.88
2019-08-02,10.7
2019-08-05,10.15
2019-08-06,10.29
2019-08-07,10.44
2019-08-08,10.42
2019-08-09,10.37
2019-08-12,9.84
2019-08-13,9.67
2019-08-14,9.54
2019-08-15,9.01
2019-08-16,9.11
2019-08-19,9.19
2019-08-20,8.81
2019-08-21,8.85
2019-08-22,8.92
2019-08-23,8.68
2019-08-26,8.75
2019-08-27,8.8
2019-08-28,9.33
2019-08-29,9.35
2019-08-30,9.55
2019-09-03,9.11
2019-09-04,9.39
2019-09-05,9.91
2019-09-06,10.02
2019-09-09,10.27
2019-09-10,10.58
2019-09-11,10.74
2019-09-12,10.58
2019-09-13,10.66
2019-09-16,10.85
2019-09-17,10.56
2019-09-18,10.49
2019-09-19,10.27
2019-09-20,10.17
2019-09-23,10.35
2019-09-24,10.42
2019-09-25,10.49
2019-09-26,10.36
2019-09-27,10.53
2019-09-30,10.51
2019-10-01,10.6
2019-10-02,10.05
2019-10-03,10.24
2019-10-04,10.33
2019-10-07,10.34
2019-10-08,10.18
2019-10-09,10.07
2019-10-10,10.07
2019-10-11,10.57
2019-10-14,10.65
2019-10-15,10.38
2019-10-16,10.3
2019-10-17,10.2
2019-10-18,10.12
2019-10-21,11.48
2019-10-22,11.91
2019-10-23,11.9
2019-10-24,11.78
2019-10-25,11.76
2019-10-28,11.79
2019-10-29,11.67
2019-10-30,11.63
2019-10-31,11.69
2019-11-01,11.67
2019-11-04,11.45
2019-11-05,11.46
2019-11-06,13.02
2019-11-07,13.0
2019-11-08,12.84
2019-11-11,12.42
2019-11-12,12.41
2019-11-13,12.24
2019-11-14,12.21
2019-11-15,11.91
2019-11-18,12.22
2019-11-19,11.97
2019-11-20,11.95
2019-11-21,11.85
2019-11-22,11.53
2019-11-25,11.48
2019-11-26,11.54
2019-11-27,11.55
2019-11-29,11.54
2019-12-02,11.58
2019-12-03,11.6
2019-12-04,11.58
2019-12-05,11.77
2019-12-06,11.87
2019-12-09,11.82
2019-12-10,11.62
2019-12-11,11.57
2019-12-12,11.67
2019-12-13,11.08
2019-12-16,11.01
2019-12-17,11.15
2019-12-18,11.19
2019-12-19,11.47
2019-12-20,11.48
2019-12-23,11.01
2019-12-24,10.94
2019-12-26,10.93
2019-12-27,10.97
2019-12-30,11.05
2019-12-31,11.25
2020-01-02,11.05
2020-01-03,11.06
2020-01-06,10.85
2020-01-07,10.72
2020-01-08,10.52
2020-01-09,10.75
2020-01-10,10.6
2020-01-13,10.46
2020-01-14,10.7
2020-01-15,11.37
2020-01-16,11.43
2020-01-17,11.03
2020-01-21,10.86
2020-01-22,10.77
2020-01-23,10.71
2020-01-24,10.54
2020-01-27,10.21
2020-01-28,10.5
2020-01-29,10.47
2020-01-30,10.28
2020-01-31,10.26
2020-02-03,10.56
2020-02-04,10.64
2020-02-05,12.18
2020-02-06,12.09
2020-02-07,12.03
2020-02-10,11.97
2020-02-11,11.95
2020-02-12,11.81
2020-02-13,11.54
2020-02-14,11.41
2020-02-18,11.54
2020-02-19,11.49
2020-02-20,11.42
2020-02-21,11.24
2020-02-24,10.7
2020-02-25,10.45
2020-02-26,10.03
2020-02-27,9.67
2020-02-28,9.23
2020-03-02,9.3
2020-03-03,8.86
2020-03-04,9.2
2020-03-05,8.91
2020-03-06,8.6
2020-03-09,7.67
2020-03-10,8.01
2020-03-11,7.44
2020-03-12,6.3
2020-03-13,7.77
2020-03-16,5.92
2020-03-17,5.45
2020-03-18,3.74
2020-03-19,4.02
2020-03-20,4.48
2020-03-23,5.15
2020-03-24,5.1
2020-03-25,5.38
2020-03-26,6.68
2020-03-27,6.31
2020-03-30,5.41
2020-03-31,5.16
2020-04-01,4.46
2020-04-02,4.46
2020-04-03,4.6
2020-04-06,5.0
2020-04-07,5.56
2020-04-08,5.88
2020-04-09,6.02
2020-04-13,5.79
2020-04-14,6.29
2020-04-15,5.78
2020-04-16,5.72
2020-04-17,5.75
2020-04-20,5.68
2020-04-21,5.67
2020-04-22,5.59
2020-04-23,5.93
2020-04-24,6.27
2020-04-27,5.44
2020-04-28,5.81
2020-04-29,5.46
2020-04-30,5.45
2020-05-01,5.18
2020-05-04,5.33
2020-05-05,5.23
2020-05-06,4.89
2020-05-07,4.93
2020-05-08,5.2
2020-05-11,4.78
2020-05-12,4.33
2020-05-13,3.66
2020-05-14,3.36
2020-05-15,3.29
2020-05-18,3.42
2020-05-19,3.25
2020-05-20,3.28
2020-05-21,3.33
2020-05-22,3.75
2020-05-26,4.28
2020-05-27,4.51
2020-05-28,4.19
2020-05-29,3.63
2020-06-01,4.39
2020-06-02,4.19
2020-06-03,4.75
2020-06-04,4.84
2020-06-05,5.08
2020-06-08,6.21
2020-06-09,5.64
2020-06-10,5.16
2020-06-11,4.58
2020-06-12,4.87
2020-06-15,4.77
2020-06-16,5.04
2020-06-17,4.84
2020-06-18,4.7
2020-06-19,4.72
2020-06-22,4.62
2020-06-23,4.65
2020-06-24,4.33
2020-06-25,4.36
2020-06-26,4.18
2020-06-29,4.74
2020-06-30,4.47
2020-07-01,4.32
2020-07-02,4.45
2020-07-06,4.45
2020-07-07,4.27
2020-07-08,4.28
2020-07-09,4.1
2020-07-10,4.22
2020-07-13,4.27
2020-07-14,4.2
2020-07-15,4.4
2020-07-16,4.3
2020-07-17,4.2
2020-07-20,4.01
2020-07-21,4.12
2020-07-22,4.12
2020-07-23,4.17
2020-07-24,4.01
2020-07-27,4.01
2020-07-28,4.07
2020-07-29,3.87
2020-07-30,3.82
2020-07-31,3.71
2020-08-03,3.68
2020-08-04,3.83
2020-08-05,3.95
2020-08-06,3.95
2020-08-07,4.0
2020-08-10,4.24
2020-08-11,4.2
2020-08-12,4.17
2020-08-13,4.11
2020-08-14,4.19
2020-08-17,3.98
2020-08-18,3.94
2020-08-19,3.87
2020-08-20,3.8
2020-08-21,3.79
2020-08-24,3.99
2020-08-25,3.92
2020-08-26,3.85
2020-08-27,3.54
2020-08-28,3.71
2020-08-31,3.58
2020-09-01,3.59
2020-09-02,3.52
2020-09-03,3.64
2020-09-04,3.87
2020-09-08,3.79
2020-09-09,3.7
2020-09-10,3.66
2020-09-11,3.51
2020-09-14,3.39
2020-09-15,3.18
2020-09-16,3.25
2020-09-17,3.22
2020-09-18,3.05
2020-09-21,3.02
2020-09-22,3.09
2020-09-23,2.92
2020-09-24,2.77
2020-09-25,2.7
2020-09-28,2.75
2020-09-29,2.65
2020-09-30,2.7
2020-10-01,2.85
2020-10-02,2.91
2020-10-05,3.0
2020-10-06,3.04
2020-10-07,3.33
2020-10-08,3.74
2020-10-09,3.55
2020-10-12,3.39
2020-10-13,3.28
2020-10-14,3.34
2020-10-15,3.29
2020-10-16,3.26
2020-10-19,3.21
2020-10-20,3.24
2020-10-21,3.26
2020-10-22,3.36
2020-10-23,3.39
2020-10-26,3.16
2020-10-27,3.08
2020-10-28,2.95
2020-10-29,2.98
2020-10-30,2.9
2020-11-02,3.05
2020-11-03,3.14
2020-11-04,3.02
2020-11-05,3.34
2020-11-06,4.08
2020-11-09,4.45
2020-11-10,4.28
2020-11-11,4.63
2020-11-12,4.43
2020-11-13,4.79
2020-11-16,5.32
2020-11-17,5.11
2020-11-18,5.3
2020-11-19,6.25
2020-11-20,6.05
2020-11-23,6.86
2020-11-24,7.55
2020-11-25,7.26
2020-11-27,6.89
2020-11-30,7.19
2020-12-01,6.97
2020-12-02,7.39
2020-12-03,7.53
2020-12-04,7.75
2020-12-07,7.45
2020-12-08,7.15
2020-12-09,7.17
2020-12-10,7.13
2020-12-11,6.91
2020-12-14,6.66
2020-12-15,6.88
2020-12-16,6.82
2020-12-17,6.86
2020-12-18,6.99
2020-12-21,6.79
2020-12-22,7.25
2020-12-23,7.41
2020-12-24,7.18
2020-12-28,7.05
2020-12-29,6.86
2020-12-30,6.99
2020-12-31,7.02
